"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"2032831900285649318","If Mangesh or Rashik can click (bowling) RCB will minimum reach play offs,  can defend title. So much potential both adds.RCB's batting will get even stronger, more freedom for batters. But Mangesh is too raw and Rashik's SMAT was good after that no idea, let's see.","en","Tweet","Sai","akakrcb6","16570","25","26","1","805","14","2026-03-14 20:21:07","https://x.com/akakrcb6/status/2032831900285649318","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2032786979193286685","Last year  players arrival teams put a lot of effort into making video edits for every player's arrival. This year teams haven't done as many edits as before.","en","Tweet","Sai","akakrcb6","9446","3","6","0","353","3","2026-03-14 17:22:37","https://x.com/akakrcb6/status/2032786979193286685","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2032760400475988457","I love IPL. I wait for IPL all year round. It's the only cricket tournament I follow religiously. But I feel better if it'l is postponed for 15 days or one month till situation gets normal. Flights schedule problem and there's a gas problem, . Conducting IPL will stress us more.","en","Tweet","Sai","akakrcb6","23779","12","27","3","789","17","2026-03-14 15:37:00","https://x.com/akakrcb6/status/2032760400475988457","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2032491796950069542","RCB = Salt , Venkatesh Iyer , Suyash Sharma 
KKR = Muzarabani , Finn Allen , Tim Sheifert, Akshdeep https://t.co/kjgxghUTyR","in","Tweet","Sai","akakrcb6","19661","10","46","5","752","15","2026-03-13 21:49:40","https://x.com/akakrcb6/status/2032491796950069542","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/HDTcgb9a4AAdUwj.jpg"
"2032449155931779305","A new Blessing in Purple &amp; Gold 💜🔥 https://t.co/p31V3LsGfm","en","Quoted","KolkataKnightRiders","KKRiders","585247","497","1994","318","25308","196","2026-03-13 19:00:14","https://x.com/KKRiders/status/2032449155931779305","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/HDS0ruSacAAmoi5.jpg"
"2032434868811153860","London Spirit, without a coachname, you can say who is the coach of that team.

Batting depth, all-rounders, and an average to above-average team = Andy Flower's blueprint.

This team will reach the playoffs or win the trophy.","en","Tweet","Sai","akakrcb6","7967","3","0","0","119","7","2026-03-13 18:03:28","https://x.com/akakrcb6/status/2032434868811153860","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2032151123646448071","📰 | The Hundred 2026

Here’s how the squads for the 2026 edition of the Hundred are shaping up. Each team now has two wildcard picks remaining, which will be made after the T20 Blast.

Share your thoughts.

#TheHundred2026 https://t.co/hps0rDccPc","en","Quoted","T20 Tracker","t20tracker","45717","22","14","30","175","65","2026-03-12 23:15:58","https://x.com/t20tracker/status/2032151123646448071","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#TheHundred2026","","photo","https://pbs.twimg.com/media/HDOmVjzaAAAp9s2.jpg"
"2032121990010802250","Whoever London Spirit buy in The Hundred (Men’s or Women’s) will most probably play for RCB or at least will get a bid from RCB. James Coles typical Andy Flower pick no wonder they went so high to get him.","en","Tweet","Sai","akakrcb6","15545","3","24","0","613","13","2026-03-12 21:20:12","https://x.com/akakrcb6/status/2032121990010802250","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2031762565836263568","RCB's first two games will play in a 10-12 day gap, so in between or at the end of the tournament, RCB will play continuous 3 or 5 matches, our Oldies getting cooked. Last season was also the same situation.","en","Tweet","Sai","akakrcb6","42963","7","104","1","2322","40","2026-03-11 21:31:58","https://x.com/akakrcb6/status/2031762565836263568","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2031706310442729659","RCB first fixture vs SRH 

One week break 

RCB vs CSK 

Both in home Chinnaswamy","en","Tweet","Sai","akakrcb6","34557","19","119","5","2162","15","2026-03-11 17:48:26","https://x.com/akakrcb6/status/2031706310442729659","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2031393153455108250","So much mental gymnastics man. Like RCB finished at last 😭😭

1. Just Play same OS last year (Salt , Romario , David and Hazlewood) if all of them are fit
2. Instead of Accused , play Mangesh/ Rashik 
3. Based on the practice match, pick Venkatesh Iyer or Devdutt.

Same combination like last year.","en","Tweet","Sai","akakrcb6","39808","22","6","3","337","18","2026-03-10 21:04:03","https://x.com/akakrcb6/status/2031393153455108250","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2031340838157168670","With all due respect to Romario's current bowling form, still can't trust him to bowl 4 overs, so must include genuine third pacer otherwise bowling will be too thin, especially if spinners have an off day then have to bowl Venky, who is at best a Dube type bowler. https://t.co/LaTDAfgeEb","en","Quoted","Shailesh","shailesh18_","64639","13","7","13","150","8","2026-03-10 17:36:10","https://x.com/shailesh18_/status/2031340838157168670","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/HDDFuFyaMAATmXK.jpg"
"2030707542876361042","76 crore Hotstar views Finals for ICT , Hello   @RCBTweets you know the target for this IPL.","en","Tweet","Sai","akakrcb6","53162","26","148","6","2508","65","2026-03-08 23:39:41","https://x.com/akakrcb6/status/2030707542876361042","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2030693497993585009","All these time Panauti is that hotel not stadium https://t.co/dDMa63Uedq","en","Tweet","Sai","akakrcb6","17533","6","23","2","585","11","2026-03-08 22:43:53","https://x.com/akakrcb6/status/2030693497993585009","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","animated_gif","https://video.twimg.com/tweet_video/HC549_-bYAAwzD3.mp4"
"2030686238173450401","Daryl Mitchell when asked to perform in T20  https://t.co/dfK70E3LQN","en","Tweet","Sai","akakrcb6","14039","4","17","1","374","18","2026-03-08 22:15:02","https://x.com/akakrcb6/status/2030686238173450401","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","video","https://video.twimg.com/ext_tw_video/1749988047582642176/pu/vid/avc1/888x490/4QspVndUABympB_U.mp4?tag=12"
"2030681508726575263","Everyone was saying NZ can't compete in the finals, and there was so much negativity against one team, that team usually turns up and performs. But this NZ team so ass didn't even give a fight, Semis is the final.","en","Tweet","Sai","akakrcb6","13525","5","30","0","587","3","2026-03-08 21:56:14","https://x.com/akakrcb6/status/2030681508726575263","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2030674506357112866","My stocks holding Rachin batting stocks https://t.co/4nrRhLzcJE","en","Tweet","Sai","akakrcb6","10508","6","3","0","277","3","2026-03-08 21:28:25","https://x.com/akakrcb6/status/2030674506357112866","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/HC5ns9EaUAEsBMp.jpg"
"2030663966612238435","Duffy bowled 17 overs without a boundary (only over without a boundary). Santner saw that and gave the 20th over to Neesham, even though Duffy had one over left.","en","Tweet","Sai","akakrcb6","44941","13","33","1","1193","23","2026-03-08 20:46:32","https://x.com/akakrcb6/status/2030663966612238435","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2030663121061519725","Dube became Hardik in batting for India in T20I.","en","Tweet","Sai","akakrcb6","14382","3","36","0","988","8","2026-03-08 20:43:10","https://x.com/akakrcb6/status/2030663121061519725","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2030661739864559749","Bro Surya Kumar Yadav never beating allegations of playing big matches in ICC tournaments, today was the chance, may be it will be the last chance. Duck out 😭😭😭😭","en","Tweet","Sai","akakrcb6","16304","3","51","0","936","10","2026-03-08 20:37:41","https://x.com/akakrcb6/status/2030661739864559749","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2030656344181895363","Samson 89 , this POTT innings played so well man. Fair enough","en","Tweet","Sai","akakrcb6","11522","1","15","0","682","7","2026-03-08 20:16:14","https://x.com/akakrcb6/status/2030656344181895363","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2030654044931498082","Some Punjab Kings fans said they missed Ferguson in the IPL Finals. https://t.co/BOuwxg98NH","en","Tweet","Sai","akakrcb6","72638","22","189","5","3214","54","2026-03-08 20:07:06","https://x.com/akakrcb6/status/2030654044931498082","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/HC5VFs2a8AA78kl.jpg"
"2030641211485385017","Henry bowled so well first ,  Santner removed him and brought Duffy in. Duffy gave away 15 runs.","en","Tweet","Sai","akakrcb6","15217","6","23","0","644","4","2026-03-08 19:16:06","https://x.com/akakrcb6/status/2030641211485385017","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2030303569866600490","This gimmick bowling Neesham in the fourth over of the powerplay https://t.co/tHIJr1XQ2H","en","Tweet","Sai","akakrcb6","10766","3","8","0","201","5","2026-03-07 20:54:26","https://x.com/akakrcb6/status/2030303569866600490","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","animated_gif","https://video.twimg.com/tweet_video/HC0WVO9boAArwTU.mp4"
"2030248863144218884","New Zealand don't want to be the nice guys in Ahmedabad 😁 https://t.co/qdYTUtqOek","en","Quoted","ESPNcricinfo","ESPNcricinfo","58671","24","123","17","2955","27","2026-03-07 17:17:03","https://x.com/ESPNcricinfo/status/2030248863144218884","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","","","photo","https://pbs.twimg.com/media/HCzkk1zbUAEpLit.jpg"
"2030171196478881979","To reach Indian fans,you need to play single handed innings. Bethell did that, every reel of his 500k - 1 million views would have got 100+ million views all his reels combined. He did not win made Indian fans even happier &amp; playing for big franchises also helped his stocks 📈📈","en","Tweet","Sai","akakrcb6","24819","7","70","1","1354","17","2026-03-07 12:08:26","https://x.com/akakrcb6/status/2030171196478881979","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
