"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"2015437089085776096","https://t.co/cVJYEWKE5w","zxx","Tweet","Ashwin 🇮🇳","ashwinravi99","78815","30","37","0","1025","16","2026-01-25 20:20:21","https://x.com/ashwinravi99/status/2015437089085776096","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","animated_gif","https://video.twimg.com/tweet_video/G_hFWIda8AEwx5_.mp4"
"2015430372860043377","@ashwinravi99 Don’t Jinx it bro. You have one task to stay silent for 5 more overs 😂","en","Quoted","Mukesh","MukeshPavith","83209","1","0","1","22","1","2026-01-25 19:53:40","https://x.com/MukeshPavith/status/2015430372860043377","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2015429123179778195","Brevis — Beast mode🔛#SA20","en","Tweet","Ashwin 🇮🇳","ashwinravi99","86527","83","141","5","5300","13","2026-01-25 19:48:42","https://x.com/ashwinravi99/status/2015429123179778195","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#SA20","","",""
"2015407018836963602","Perth Scorchers are 🔥🔥","cy","Tweet","Ashwin 🇮🇳","ashwinravi99","86939","60","76","2","3571","24","2026-01-25 18:20:52","https://x.com/ashwinravi99/status/2015407018836963602","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2015389393159078296","SIX OF THE BEST IN THE WEST 🧡

#BBL15 https://t.co/GAmXVaylVs","en","Quoted","KFC Big Bash League","BBL","142518","36","109","28","1447","41","2026-01-25 17:10:50","https://x.com/BBL/status/2015389393159078296","<a href=""http://wsc-sports.com"" rel=""nofollow"">WSC Sports</a>","#BBL15","","video","https://video.twimg.com/amplify_video/2015389365837398016/vid/avc1/1280x720/LuzyQsMQ8c0CpWW0.mp4?tag=16"
"2015327804418928743","This KM Nafay is a player to keep an eye on this World Cup. #T20WorldCup2026","en","Tweet","Ashwin 🇮🇳","ashwinravi99","762584","572","326","83","7436","169","2026-01-25 13:06:06","https://x.com/ashwinravi99/status/2015327804418928743","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#T20WorldCup2026","","",""
"2015321525688426620","Pakistan’s T20 World Cup squad. 

- Haris Rauf dropped. https://t.co/cPwsuWPPPL","en","Quoted","Mufaddal Vohra","mufaddal_vohra","958599","719","216","190","4968","119","2026-01-25 12:41:09","https://x.com/mufaddal_vohra/status/2015321525688426620","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G_fcPlHa8AAeKfO.jpg"
"2014585070489894979","https://t.co/Oda52TdQjI","zxx","Tweet","Ashwin 🇮🇳","ashwinravi99","168226","108","106","15","3181","78","2026-01-23 11:54:44","https://x.com/ashwinravi99/status/2014585070489894979","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G_U-cIIaAAAd0_3.jpg"
"2014550663665991931","@ashwinravi99 Ashwin rooting for Super Kings franchise teams 

Super Kings fans smashing him on SM for don’t know what 

Repeat 🔁 

This cycle has been the highlight of cricket twitter in the last 8 months.","en","Quoted","Keshav","bornreddevil","181865","3","6","1","193","6","2026-01-23 09:38:01","https://x.com/bornreddevil/status/2014550663665991931","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2014548577947922554","I know it can be tough to digest losses, but efforts put in by staff behind closed doors and practices will almost always go unnoticed.

To be top of the table and lose players like Faf and Don who are high value players can’t be easy.

Unfortunate but it’s time to point out that Pettaikaaran & co have reached the play offs of all the 4 seasons so far.

Paarl are looking strong and i hope my other favourite team goes the distance.

David Miller is a big miss but they do have players who can step it up.

Best wishes @paarlroyals 🤝🤝","en","Tweet","Ashwin 🇮🇳","ashwinravi99","232782","90","85","20","3901","35","2026-01-23 09:29:44","https://x.com/ashwinravi99/status/2014548577947922554","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G_UdQAXacAAA84_.jpg
https://pbs.twimg.com/media/G_UdQAhbAAE6_lA.jpg"
"2014400898244759585","👀👀👀 https://t.co/3b25cNvF4H","qme","Tweet","Ashwin 🇮🇳","ashwinravi99","135603","74","72","5","3624","33","2026-01-22 23:42:54","https://x.com/ashwinravi99/status/2014400898244759585","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G_SW7_PWAAABcJV.jpg
https://pbs.twimg.com/media/G_SW7-dbAAYWJV8.jpg"
"2014373286252278026","Led Southern Brave to their inaugural title in 2021.

Captained Hampshire to their first domestic T20 title in 2022.

Led the Gulf Giants to a championship in the inaugural season. 

Name is Vince “James vince”

The super kings franchise are searching for their first title away from home. 

Can the Pettaikaaran/Vince combo lead us to the first title? 

Vinceaakaaran🔥🔥#BetwaySA20","en","Tweet","Ashwin 🇮🇳","ashwinravi99","140479","95","79","13","2692","54","2026-01-22 21:53:11","https://x.com/ashwinravi99/status/2014373286252278026","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#BetwaySA20","","photo","https://pbs.twimg.com/media/G_R90wYaIAA4TFg.jpg"
"2014276167386415155","He once said “ When I write my autobiography, it will create tremors”

For now he is creating tremors in South Africa with his @PretoriaCapsSA team.

His leadership as always been inspirational and this one as a coach is no different.👏👏

Taking Indian coaching to the world 🔥@SGanguly99","en","Tweet","Ashwin 🇮🇳","ashwinravi99","852537","301","1190","92","21557","481","2026-01-22 15:27:16","https://x.com/ashwinravi99/status/2014276167386415155","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G_QlfySWYAE7N80.jpg"
"2014025445352595759","3-0-28-2. There’s our 5th/6th bowler for the season. If Shivam can give us 2 overs every game, it’ll solve a lot of headaches! #IPL #CSK https://t.co/mlyI32xs6U","en","Tweet","Ashwin 🇮🇳","ashwinravi99","323286","282","471","59","15273","118","2026-01-21 22:50:59","https://x.com/ashwinravi99/status/2014025445352595759","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#IPL, #CSK","","photo","https://pbs.twimg.com/media/G_NBdygaIAERXM2.jpg"
"2013420407467188374","https://t.co/AUI2RBM9Lt","zxx","Tweet","Ashwin 🇮🇳","ashwinravi99","68618","29","101","5","2641","17","2026-01-20 06:46:47","https://x.com/ashwinravi99/status/2013420407467188374","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","animated_gif","https://video.twimg.com/tweet_video/G_EbLwqXEAE4ZIy.mp4"
"2013273463134605332","Do or die for us today at Paarl. Reminds me of 2010, when we were down and out and needed a win in the final league game just to qualify. 4 wins on the bounce later, we lifted our first title. Happy memories.

Hoping for a repeat this time under the watchful eyes of Pettaikaaran. #JSK #SA20","en","Quoted","Ashwin 🇮🇳","ashwinravi99","246660","100","173","32","4604","73","2026-01-19 21:02:53","https://x.com/ashwinravi99/status/2013273463134605332","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#JSK, #SA20","","photo","https://pbs.twimg.com/media/G_CVic7XsAArh5P.jpg"
